timestamp,load_weight,speed,operating_hours,ambient_temp,humidity,time_of_day,maintenance_days_since,contact_cycles,season,building_floors,usage_intensity,system_name,component_name,parameter_name,unit,parameter_value,anomaly_score,severity_level,load_level,operating_level,maintenance_status,deviation_from_baseline,deviation_percentage,environmental_stress,usage_intensity_score,composite_risk_score,hour,day_of_week,month,is_weekend,is_peak_hour,parameter_value_lag1,parameter_value_lag7,anomaly_score_lag1,anomaly_score_lag7,anomaly_score_rolling_mean_7d,anomaly_score_rolling_std_7d,anomaly_score_rolling_mean_30d,anomaly_score_rolling_std_30d,anomaly_level
2023-08-17 06:49:32.754431,180.9921617926029,0.6919612183670444,3070.306572022836,31.174123036305694,83.41196833046386,morning,97,89705,summer,30,low,electrical,电源,contactVoltageDrops,mV,25.782,0.06326305236239627,normal,light,medium,overdue,0.782,3.128,1.202711511892166,0.3,0.7348957016005074,6,3,8,False,False,38.681,4.46,0.21987079738633056,1.0,0.3191226942383459,0.23359980003386283,0.42509410011791676,0.324097833645788,低
2023-08-17 07:49:12.754431,773.7623809558961,1.8233193170937194,10191.107231128319,28.756611119432836,83.25236423772692,morning,97,54541,summer,20,high,electrical,控制器,controlResponseTime,秒,1.446,0.8337015507309335,critical,heavy,old,overdue,1.146,382.0,0.9569702178864568,1.0,0.8787924555427816,7,3,8,False,True,25.782,5.219,0.06326305236239627,0.13127897080519055,0.41946877708488056,0.28473203196826025,0.41955081847561454,0.3152264748683111,高
2023-08-17 11:17:12.754431,432.287888332663,1.0720216153959359,12970.472461013931,33.86906237441306,82.57713068378257,morning,67,86221,summer,25,medium,electrical,负载,currentLoad,A,18.994,0.08013385667543906,normal,medium,old,overdue,0.4939999999999998,2.6702702702702688,1.4513345045358705,0.6,0.8697142028373466,11,3,8,False,False,6.124,56.614,0.7185440710348123,0.35290910506730966,0.376692115869687,0.3146719459854027,0.38263225368545295,0.3019332421358898,低
2023-08-17 14:38:23.754431,661.4002844162471,1.5779594193942448,10847.695241511823,32.022972925588086,73.99239856912779,afternoon,114,92997,summer,30,medium,electrical,电源,voltageFluctuation,%,10.287,0.3229607506584833,warning,heavy,old,overdue,10.287,0.0,1.0521072567870031,0.6,0.907726560922485,14,3,8,False,False,12.485,0.09,1.0,0.19169973228343648,0.5642982842973947,0.33160773182368225,0.4258235336954316,0.317387435504296,中
2023-08-17 17:41:13.754431,631.7147158393851,1.5428424121934192,3095.9968531953155,27.270069961413512,72.5213335494662,afternoon,92,4971,summer,20,high,electrical,电源,voltageFluctuation,%,11.681,0.43451303583638545,warning,heavy,medium,overdue,11.681,0.0,0.5400403348780063,1.0,0.5821467083636758,17,3,8,False,True,10.287,6.124,0.3229607506584833,0.7185440710348123,0.5237224221261908,0.3269326563393875,0.4331830866606598,0.3148493994058246,中
2023-08-17 21:23:48.754431,363.1098077545704,1.2022191238385098,9091.004246756736,29.65690560700318,78.29773943908428,evening,21,27673,summer,10,low,electrical,电源,voltageFluctuation,%,0.0,0.0,normal,medium,old,recent,0.0,0.0,0.9231340466774249,0.3,0.5875114432648468,21,3,8,False,False,11.681,18.994,0.43451303583638545,0.08013385667543906,0.5122747283154138,0.3459062452145907,0.42924723723341823,0.31962608769534545,低
2023-08-18 01:41:57.754431,170.11520059103697,0.8858068474316356,13878.621900609936,26.000904994647076,77.76175763865822,night,114,1376,summer,20,low,electrical,控制器,controlResponseTime,秒,1.926,0.9776527743789992,critical,light,old,overdue,1.626,542.0,0.5441344404311632,0.3,0.8231253001572751,1,4,8,False,False,10.408,11.681,0.1090042794949052,0.43451303583638545,0.30057341765568474,0.36855547859811044,0.4348618278161967,0.3313159853197776,高
2023-08-18 02:32:54.754431,159.647687210844,0.58739887723337,3700.9490294165266,25.183699014031042,77.6652481153272,night,3,63297,summer,10,low,electrical,电源,contactVoltageDrops,mV,139.182,0.9350907929493791,critical,light,medium,recent,114.18199999999999,456.72799999999995,0.4600011042862842,0.3,0.2466881243046842,2,4,8,False,False,1.926,0.0,0.9776527743789992,0.0,0.43415781664845315,0.40872835791771295,0.43269818758117595,0.3276902240631941,高
2023-08-18 11:21:06.754431,485.4773902715996,1.2256519481782226,5930.406912803277,32.71739769168353,82.07589877085428,morning,96,98000,summer,20,medium,electrical,电源,voltageFluctuation,%,24.087,0.9726223733006676,critical,medium,medium,overdue,24.087,0.0,1.32363723843971,0.6,0.798453486951184,11,4,8,False,False,19.14,10.408,1.0,0.1090042794949052,0.7083714592476176,0.3603268989171367,0.4576274177515019,0.339886875937581,高
2023-08-18 12:02:39.754431,327.68675489642465,1.574234754128383,8416.116725988342,34.1132185631453,74.58430267259182,afternoon,8,65108,summer,30,medium,electrical,电源,contactVoltageDrops,mV,53.888,0.3311049293816669,warning,medium,old,recent,28.887999999999998,115.55199999999999,1.2759294231293257,0.6,0.5499877790960372,12,4,8,False,False,24.087,1.926,0.9726223733006676,0.9776527743789992,0.6160074813908558,0.3626551901230197,0.4642882830373844,0.3351964520248806,中
2023-08-18 19:32:55.754431,808.1169544179747,1.5829338325587368,9015.658839706352,31.216881994420028,71.69731602107471,evening,7,28858,summer,15,high,electrical,负载,currentLoad,A,19.263,0.12373606172773619,normal,heavy,old,recent,0.7630000000000017,4.124324324324333,0.9141210999688707,1.0,0.5309809334645795,19,4,8,False,True,276.205,0.395,0.5096389180543284,0.17414027907656546,0.597943172210001,0.3850686403009252,0.4757403060801184,0.3484067100876426,低
2023-08-18 22:25:04.754431,91.04344086957803,0.5256057276577348,971.6910782136296,29.170467915716017,75.07287982766456,night,78,96623,summer,10,low,electrical,电源,contactVoltageDrops,mV,24.842,0.07736362708718496,normal,light,new,overdue,0.15800000000000125,0.632000000000005,0.7938687872632159,0.3,0.5751049530480415,22,4,8,False,False,0.347,19.14,0.11693210757475889,1.0,0.44734257387519183,0.3978102133015879,0.4572334123021568,0.35859055934437234,低
2023-08-19 00:15:11.754431,143.25044900941836,0.5767815500625603,702.1021571536872,27.604821620797345,77.97929505952973,night,35,81988,summer,10,low,electrical,负载,currentLoad,A,18.099,0.06509451035691845,normal,light,new,due_soon,0.4009999999999998,2.1675675675675667,0.7099645385679778,0.3,0.38188674597792643,0,5,8,True,False,0.058,4.45,0.2894956356903547,1.0,0.3117515514987545,0.3421555439841756,0.4660976059911738,0.36368452984643085,低
2023-08-19 12:26:50.754431,513.2864096960471,1.0062700227391752,2196.50290730869,30.283623017539433,77.6668016202908,afternoon,46,46781,summer,30,medium,electrical,负载,currentLoad,A,19.231,0.11860645893279947,normal,medium,new,due_soon,0.7310000000000016,3.95135135135136,0.9700323422612134,0.6,0.5425256601754124,12,5,8,True,False,41.364,24.842,0.1951033011389713,0.07736362708718496,0.4046095191341027,0.3391934525605005,0.4378156110290944,0.35510950866810576,低
2023-08-19 14:07:28.754431,595.8825462103448,1.3513816700145778,13438.252992600163,31.991364800359616,79.97556652515372,afternoon,20,20535,summer,25,medium,electrical,电源,contactVoltageDrops,mV,40.83,0.1624505688447571,normal,medium,old,recent,15.829999999999998,63.32,1.1985256431648046,0.6,0.706035251687411,14,5,8,True,False,2.139,18.099,1.0,0.06509451035691845,0.39713041716466607,0.3391588883502865,0.42709177032687046,0.36133207124601774,低
2023-08-19 19:56:12.754431,298.47919535560163,1.71274325425965,13902.127551655609,27.380556923083116,66.81757660854497,evening,11,57405,summer,10,low,electrical,负载,currentLoad,A,17.386,0.18064070053843395,normal,light,old,recent,1.1140000000000008,6.021621621621626,0.40849510752193585,0.3,0.4858419443959551,19,5,8,True,True,0.134,11.798,0.13928462005675268,0.2757992136339025,0.36811426501254546,0.3420425379230895,0.4375608406367218,0.3525802102339533,低
2023-08-19 20:41:47.754431,245.15193963854182,1.0931176485729655,9775.453685425617,27.60898192895502,72.15190755472698,evening,29,48982,summer,15,low,electrical,控制器,controlResponseTime,秒,1.133,0.7397637925378596,critical,light,old,recent,0.833,277.6666666666667,0.5646958817636765,0.3,0.5128716721158688,20,5,8,True,False,1.393,43.254,0.11776989545120226,0.17765658593104397,0.43629910492289603,0.3666368323295534,0.4132891347373079,0.3468116613613112,高
2023-08-20 10:08:18.754431,429.5160261022961,1.0513240094793028,6421.937020085632,31.86640664460974,79.11656256354416,morning,96,72698,summer,20,medium,electrical,电源,contactVoltageDrops,mV,22.321,0.11518663052834735,normal,medium,medium,overdue,2.6789999999999985,10.715999999999994,1.164554728549578,0.6,0.8093763782241252,10,6,8,True,False,2.802,1.133,0.30052833167045206,0.7397637925378596,0.2966884690500255,0.1688138086296921,0.34131623008835255,0.2934414727098835,低
2023-08-20 12:09:52.754431,516.523932128722,1.571667183838803,11628.40936506523,33.1309842856061,76.13806762415295,afternoon,119,33770,summer,20,medium,electrical,电源,voltageFluctuation,%,0.0,0.0,normal,medium,old,overdue,0.0,0.0,1.2165501191644335,0.6,0.9250757636681163,12,6,8,True,False,1.137,2.939,0.7411736556300946,0.2634584982087445,0.3069007900944932,0.26263142645183857,0.33673458637541503,0.2766940234033643,低
2023-08-20 12:20:37.754431,567.8940204055071,1.1239309712602652,2915.2477406816397,32.784239081026676,83.22315330634801,afternoon,107,19424,summer,30,medium,electrical,负载,currentLoad,A,19.199,0.11328095403661906,normal,medium,new,overdue,0.6990000000000016,3.7783783783783873,1.3590027407613678,0.6,0.7314499497929253,12,6,8,True,False,0.0,5.815,0.0,0.5520080834610994,0.24422548589099605,0.24622662200884946,0.33086076365362377,0.2795866930241772,低
2023-08-20 21:41:19.754431,283.643874247284,1.0122566765415872,9298.807669384028,28.01714967736303,75.28203370586813,evening,50,65486,summer,15,low,electrical,电源,contactVoltageDrops,mV,34.708,0.07062657827607584,normal,light,old,due_soon,9.707999999999998,38.831999999999994,0.6837658103830062,0.3,0.6197472924102768,21,6,8,True,False,2.5,19.199,0.0,0.11328095403661906,0.36067014529855884,0.414693619146021,0.3255985688344601,0.29600344960408437,低
2023-08-20 23:24:37.754431,125.17286404030796,0.7394446862811815,10998.929671206735,24.70889945353801,82.07507659027075,night,63,80571,summer,25,low,electrical,负载,currentLoad,A,17.705,0.12887297760151997,normal,light,old,overdue,0.7950000000000017,4.297297297297307,0.5227668601105697,0.3,0.6520096127303395,23,6,8,True,False,34.708,11.687,0.07062657827607584,1.0,0.23622342781306171,0.30778865908063924,0.3244793157930188,0.29670427223265644,低
2023-08-21 01:39:43.754431,77.51927820728663,0.6963024192310273,5747.117165399038,27.327046434570597,78.87499235234505,night,62,48272,summer,30,low,electrical,负载,currentLoad,A,18.931,0.06982318879516593,normal,light,medium,overdue,0.43100000000000094,2.329729729729735,0.7045794522656859,0.3,0.5922031618381702,1,0,8,False,False,17.705,5.958,0.12887297760151997,0.6664318714291226,0.15099361600821076,0.24500477573460175,0.3176134482983943,0.30023181367012414,低
2023-08-21 04:26:41.754431,135.98973528842376,0.6646199922869334,5473.423945116951,29.042599398059945,83.14745174159562,night,95,7659,summer,20,low,electrical,控制器,controlResponseTime,秒,1.143,0.7430065481298544,critical,light,medium,overdue,0.843,281.0,0.9829462333458849,0.3,0.7826137210067827,4,0,8,False,False,0.945,0.995,0.6563147894825316,0.6963913810750624,0.25141218122782844,0.30960938537044486,0.35158283259825357,0.31306469288115946,高
2023-08-21 05:12:04.754431,0.5496811390469425,0.6796933786087958,10906.827800305859,30.490529212476503,82.6294187618171,night,92,91627,summer,20,low,electrical,控制器,controlResponseTime,秒,1.549,0.8645868478364561,critical,light,old,overdue,1.2489999999999999,416.3333333333333,1.114788390293078,0.3,0.9090406177845747,5,0,8,False,False,1.143,0.174,0.7430065481298544,0.09124118630965113,0.3618901328745148,0.3741743374003571,0.3746624303766241,0.32469030605300897,高
2023-08-21 06:13:18.754431,14.062074097056488,0.8088127745226334,2757.035480924753,27.986539947256155,81.76497061342295,morning,4,40503,summer,30,low,electrical,负载,currentLoad,A,20.24,0.2822338948381136,normal,light,new,recent,1.7399999999999984,9.405405405405396,0.8427782600611892,0.3,0.3570083566335391,6,0,8,False,False,0.223,17.705,0.23321344612860226,0.12887297760151997,0.4280620534994663,0.3183976520855842,0.3352951826701181,0.2957084457183269,低
2023-08-21 07:51:48.754431,823.0805974072423,1.8169748708191173,10033.000166568027,29.09579989987507,84.23070028029595,morning,4,28113,summer,15,high,electrical,电源,voltageFluctuation,%,0.0,0.0,normal,heavy,old,recent,0.0,0.0,1.015347496994906,1.0,0.5711037074052153,7,0,8,False,True,0.944,1.143,0.6553232656479644,0.7430065481298544,0.4528925463130742,0.38129787650147895,0.35545463558929513,0.31781726109677005,低
2023-08-21 07:58:50.754431,656.2105056220262,1.547707095809601,11882.283674730617,31.991940301173646,83.30780243744248,morning,70,71581,summer,30,high,electrical,控制器,controlResponseTime,秒,1.106,0.7317422849386273,critical,heavy,old,overdue,0.806,268.6666666666667,1.2818890910534266,1.0,0.8566433409199398,7,0,8,False,True,0.0,1.549,0.0,0.8645868478364561,0.4339147516133844,0.3601093134337339,0.3747823183730124,0.32260697034503966,高
2023-08-21 15:26:45.754431,606.9042419788229,1.3337327283264595,730.3906002757149,32.44878126875215,74.92059795343819,afternoon,32,99115,summer,25,medium,electrical,控制器,controlResponseTime,秒,0.953,0.6626601043614394,warning,heavy,new,due_soon,0.653,217.66666666666669,1.1178930757111698,0.6,0.46808275408020106,15,0,8,False,False,19.066,1.106,0.09182959600518735,0.7317422849386273,0.5681540480893382,0.2920046829154003,0.4391127506732625,0.3443936519594835,中
2023-08-21 18:35:28.754431,712.8521237523557,1.4455216647201818,8880.325647587348,30.701614980456036,77.68799801049849,evening,79,17078,summer,25,high,electrical,电源,voltageFluctuation,%,6.376,0.19128039144408795,normal,heavy,old,overdue,6.376,0.0,1.0123614483080658,1.0,0.8232664958723115,18,0,8,False,True,6.618,7.019,0.7926784761901569,0.8528696321947937,0.44907383383913274,0.24715451046466297,0.43663389295084537,0.34838209421868166,低
2023-08-21 21:38:45.754431,120.67083482737794,1.5521998100042012,2109.4663744739673,28.530471267526313,74.23738593982591,evening,73,98067,summer,10,low,electrical,负载,currentLoad,A,19.574,0.17418263032543496,normal,light,new,overdue,1.0740000000000016,5.8054054054054145,0.7089817752482791,0.3,0.5535746593303293,21,0,8,False,False,5.758,3.262,1.0,0.4087606571693969,0.4921049144727961,0.3489940598288972,0.4719972821604726,0.35102171565349666,低
2023-08-22 00:57:49.754431,10.37726853437626,0.8995223530993388,8476.088351265114,27.531241344062938,84.64635841245689,night,27,88576,summer,10,low,electrical,电源,contactVoltageDrops,mV,34.573,0.06859754130510726,normal,light,old,recent,9.573,38.292,0.869283094717716,0.3,0.5781185504895746,0,1,8,False,False,0.833,19.066,0.5667788836165515,0.09182959600518735,0.4937397181775397,0.35446601102457154,0.43762876727689043,0.342050534673232,低
2023-08-22 03:47:05.754431,127.44778770783026,0.5125244102450714,751.2869299168917,28.59261910142297,85.52455149748515,night,56,97605,summer,30,low,electrical,电源,contactVoltageDrops,mV,17.136,0.1929562056504479,normal,light,new,due_soon,7.864000000000001,31.456,0.9973756975794257,0.3,0.5565612383764802,3,1,8,False,False,0.196,6.618,0.24127059071548174,0.7926784761901569,0.34786660615101594,0.32691412429027267,0.428889947786586,0.333766986576479,低
2023-08-22 10:11:50.754431,389.97059332977983,1.2243604617553658,6865.575862177668,34.136950530430546,81.23428773323272,morning,56,88716,summer,20,medium,electrical,控制器,controlResponseTime,秒,1.041,0.7123538455278262,critical,medium,medium,due_soon,0.7409999999999999,246.99999999999997,1.4445522463738727,0.6,0.6933090932335778,10,1,8,False,False,306.348,19.574,0.22382237329567986,0.17418263032543496,0.3215426033622615,0.22921556835142937,0.46286752237533657,0.3176359091364725,高
2023-08-23 10:18:37.754431,348.60908494738106,1.5915883719394288,427.30617710292074,33.66904520728068,75.26151256692124,morning,54,96224,summer,25,medium,electrical,电源,voltageFluctuation,%,10.738,0.3590526452879135,warning,medium,new,due_soon,10.738,0.0,1.2484423349010991,0.6,0.5428290261578427,10,2,8,False,False,6.625,45.214,0.7936901510337356,0.15956736294780197,0.48896980078375973,0.40307183833807925,0.42670531225743363,0.33052249282336454,中
2023-08-23 18:08:42.754431,824.9018619571623,1.226481935077157,2089.4302202169647,31.519984040346355,74.51172512448385,evening,117,65313,summer,10,high,electrical,负载,currentLoad,A,20.642,0.4256026732379289,warning,heavy,new,overdue,2.1419999999999995,11.578378378378376,1.0147915321467316,1.0,0.7130984493381547,18,2,8,False,True,27.162,6.625,0.9023505557671883,0.7936901510337356,0.467289875294254,0.3533186749862195,0.43065393088711784,0.3318672630109042,中
2023-08-24 00:26:27.754431,179.0783708128594,0.8462030079382981,4927.844170252058,27.399635858797417,78.70151090597578,night,105,71830,summer,15,low,electrical,电源,contactVoltageDrops,mV,143.225,0.9593471537556226,critical,light,medium,overdue,118.225,472.90000000000003,0.7075013585291362,0.3,0.6786747677375357,0,3,8,False,False,3.003,20.531,0.7007797712589872,1.0,0.523939069295295,0.326490827376464,0.45479387946871036,0.3426804469596292,高
2023-08-24 05:45:34.754431,6.037444955226445,0.6978512361608967,4842.4964286449895,31.781394438041215,84.04078150395543,night,15,8747,summer,15,low,electrical,电源,voltageFluctuation,%,5.214,0.15641429239531038,normal,light,medium,recent,5.214,0.0,1.279158981403007,0.3,0.4964999206365553,5,3,8,False,False,19.927,72.608,0.23139996404375318,0.2193608808935779,0.39767281738096116,0.3067708656470627,0.44436309529824014,0.34195630885960315,低
2023-08-24 09:27:38.754431,710.229435114472,1.403444765560288,1293.7370534734316,33.796086398340655,78.85512850486221,morning,13,61057,summer,15,high,electrical,电源,contactVoltageDrops,mV,42.196,0.18294572153785263,normal,heavy,new,recent,17.195999999999998,68.78399999999999,1.3509868524556208,1.0,0.41023119378089107,9,3,8,False,True,2.87,72.344,0.22178820056549914,0.21648207236403968,0.3897587419451887,0.3121703279923692,0.4466050395124377,0.34016398594257286,低
2023-08-24 16:05:25.754431,469.22407258178373,1.5864956636307197,3723.0973411049795,32.74109756130201,69.32211061323767,afternoon,19,20431,summer,30,medium,electrical,电源,contactVoltageDrops,mV,20.321,0.1451869736051009,normal,medium,medium,recent,4.6789999999999985,18.715999999999994,1.007162521461143,0.6,0.4864392001727033,16,3,8,False,False,3.503,4.337,0.4006202954470176,0.5673360973027579,0.39229632231350253,0.3660549830637034,0.42871050732358745,0.3348148056587523,低
2023-08-24 21:34:28.754431,268.73907583331084,1.0751801535069854,13897.737436073721,27.742851121009668,72.96549041079132,evening,106,45934,summer,25,low,electrical,电源,voltageFluctuation,%,10.213,0.3170310770832968,warning,light,old,overdue,10.213,0.0,0.5984223723707498,0.3,0.8416460671474436,21,3,8,False,False,3.131,9.447,0.32625373143487246,0.006314325785378258,0.4464228118206803,0.3153172258905092,0.3898720232857004,0.2994267297511377,中
2023-08-25 04:25:01.754431,31.402512518275994,0.7126284251720392,12575.318556915541,26.97814471996096,75.8225817260481,night,101,97101,summer,15,low,electrical,电源,contactVoltageDrops,mV,42.927,0.19391083001364537,normal,light,old,overdue,17.927,71.708,0.5933790151472984,0.3,0.8105778618694449,4,4,8,False,False,0.413,0.4,0.1761767324428779,0.18057267150914993,0.2553748615628501,0.07130538102673933,0.37221918539034987,0.2868622532012042,低
2023-08-25 06:36:05.754431,144.6014245826998,0.6317254085758467,2259.0752768756856,28.642480015875556,87.7131442130788,morning,26,75768,summer,30,low,electrical,负载,currentLoad,A,17.28,0.1977860866927296,normal,light,new,recent,1.2199999999999989,6.5945945945945885,1.0570766069145257,0.3,0.4798313024490893,6,4,8,False,False,1.642,10.213,0.002023336027120604,0.3170310770832968,0.19202123502023313,0.10090352618812463,0.3405724744111667,0.267813209986753,低
2023-08-25 09:26:49.754431,729.4778557856498,1.4266683112257905,14321.93278966167,31.351720352213693,79.04348480295766,morning,75,66944,summer,15,high,electrical,电源,contactVoltageDrops,mV,15.869,0.21196735573634953,normal,heavy,old,overdue,9.131,36.524,1.1112591552953108,1.0,0.9293762842147038,9,4,8,False,True,2.118,17.28,0.34704912886120454,0.1977860866927296,0.40507561046702917,0.24160066834621988,0.3128376673512381,0.2320319629273034,低
2023-08-25 14:13:40.754431,438.29203284864354,1.412997355438762,6535.672993610724,36.1765375505398,73.60602798036321,afternoon,51,16541,summer,10,medium,electrical,电源,contactVoltageDrops,mV,87.455,0.5996391193975348,warning,medium,medium,due_soon,62.455,249.81999999999996,1.45780445456306,0.6,0.6674593998580161,14,4,8,False,False,15.869,5.169,0.21196735573634953,0.10129023949934232,0.4762683075953424,0.20829302444496717,0.3236377683291794,0.23771164601516045,中
2023-08-25 17:04:58.754431,516.1184848001344,1.6253535320916583,11814.230225776639,28.956975517573504,75.03130965139809,afternoon,50,47706,summer,20,high,electrical,控制器,controlResponseTime,秒,1.004,0.7012010411780734,critical,medium,old,due_soon,0.704,234.66666666666666,0.7714802930423026,1.0,0.7048837323276557,17,4,8,False,True,14.455,1.039,1.0,0.723294560098134,0.5592374693600832,0.27980120907596434,0.3674173278204797,0.2719499743551098,高
2023-08-26 12:27:11.754431,511.0199566839958,1.5317905378472787,3318.582118917788,31.152819714071402,70.09095694614452,afternoon,60,21407,summer,10,medium,electrical,负载,currentLoad,A,19.141,0.10395284042796957,normal,medium,medium,due_soon,0.6409999999999982,3.4648648648648557,0.8675558950607531,0.6,0.5851537898850908,12,5,8,True,False,3.736,16.197,0.9209023103348333,1.0,0.49446755307940127,0.3205202165498006,0.41038185665405635,0.2856266033035143,低
2023-08-26 14:02:46.754431,420.7794591267657,1.3246878992451978,10970.28024913281,30.0355521980283,69.56269276334591,afternoon,116,59870,summer,10,medium,electrical,负载,currentLoad,A,19.504,0.1628104903885999,normal,medium,old,overdue,1.0040000000000013,5.427027027027035,0.7426225388864776,0.6,0.8246581851651106,14,5,8,True,False,19.141,3.288,0.10395284042796957,0.4148899649789411,0.45845619956649536,0.3442347423234059,0.4024548631521091,0.2891846633187354,低
2023-08-27 15:59:46.754431,315.7889493098172,0.9443555000516487,1986.6701247794615,29.87229082160742,71.99402840171282,afternoon,58,182,summer,15,medium,electrical,负载,currentLoad,A,18.967,0.07565483179278955,normal,medium,new,due_soon,0.46699999999999875,2.5243243243243176,0.7870797922035628,0.6,0.521322970544435,15,6,8,True,False,5.147,0.745,1.0,0.07656223402949289,0.41122370398785957,0.3767203334207132,0.4286564224867356,0.32465330801457976,低
2023-08-27 23:06:56.754431,85.04150897072985,0.8129755487424615,6083.091735522577,26.40223565450824,84.51164188677387,night,10,96247,summer,25,low,electrical,电源,contactVoltageDrops,mV,64.172,0.4133727956545341,warning,light,medium,recent,39.172,156.688,0.7530146126201707,0.3,0.42322172425537347,23,6,8,True,False,5.18,5.147,0.10785717600381907,1.0,0.28519960040028647,0.33641923360743814,0.36401928001460404,0.3118230220423113,中
